Date,Symbol,Security Name,Client Name,Buy/Sell,Quantity Traded,Trade Price / Wght. Avg. Price
04-JUN-2024,HGS,Hinduja Global Sols Ltd,HINDUJA GROUP LIMITED,BUY,1160000,804.00
04-JUN-2024,HGS,Hinduja Global Sols Ltd,AASIA EXPORTS,SELL,1160000,804.00
