Date,Symbol,Security Name,Client Name,Buy/Sell,Quantity Traded,Trade Price / Wght. Avg. Price,Remarks
06-JUN-2024,AIMTRON,Aimtron Electronics Ltd,VISHAL BIPINKUMAR DOSHI,BUY,229600,253.05,-
06-JUN-2024,AIMTRON,Aimtron Electronics Ltd,ASHISH RAMESHCHANDRA KACHOLIA,BUY,800000,241.00,-
06-JUN-2024,AJOONI,Ajooni Biotech Limited,RAHUL YASHVANTRAY SHAH,BUY,467845,5.79,-
06-JUN-2024,ANURAS,Anupam Rasayan India Ltd,ASHAPURA COMMODITIES,BUY,730260,772.51,-
06-JUN-2024,ANURAS,Anupam Rasayan India Ltd,JAINAM BROKING LIMITED,BUY,1250,773.13,-
06-JUN-2024,ASHOKAMET,Ashoka Metcast Limited,RAMESH LAL,BUY,308460,20.84,-
06-JUN-2024,ASHOKAMET,Ashoka Metcast Limited,YMD FINANCIAL CONSULTANCY PRIVATE LIMITED,BUY,548848,21.06,-
06-JUN-2024,ATAM,Atam Valves Limited,SIDDHANT SHIRISH SHAH,BUY,96015,201.48,-
06-JUN-2024,GSMFOILS,GSM Foils Limited,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,BUY,200000,33.40,-
06-JUN-2024,HERITGFOOD,Heritage Foods Ltd.,HRTI PRIVATE LIMITED,BUY,475003,591.30,-
06-JUN-2024,HILTON,Hilton Metal Forging Limi,INTEX COMMOSALES LLP,BUY,175289,113.64,-
06-JUN-2024,HOACFOODS,Hoac Foods India Limited,GIRIRAJ STOCK BROKING PRIVATE LIMITED,BUY,3000,146.45,-
06-JUN-2024,HOACFOODS,Hoac Foods India Limited,MARFATIA STOCK BROKING PVT LTD,BUY,51000,146.27,-
06-JUN-2024,HOACFOODS,Hoac Foods India Limited,JMKD BROKING PRIVATE LIMITED,BUY,24000,145.41,-
06-JUN-2024,INTENTECH,Intense Technologies Ltd,GANPATI DEALCOM PVT LTD,BUY,142500,108.26,-
06-JUN-2024,KBCGLOBAL,KBC Global Limited,EPITOME TRADING AND INVESTMENTS,BUY,7500000,1.65,-
06-JUN-2024,KCP,KCP Ltd,GRAVITON RESEARCH CAPITAL LLP,BUY,721212,227.09,-
06-JUN-2024,KNRCON,KNR Constructions Limited,GRAVITON RESEARCH CAPITAL LLP,BUY,2493437,377.94,-
06-JUN-2024,KSHITIJPOL,Kshitij Polyline Limited,YMD FINANCIAL CONSULTANCY PRIVATE LIMITED,BUY,396780,5.55,-
06-JUN-2024,PONNIERODE,Ponni Sugars (Erode) Limi,SESHASAYEE PAPER AND BOARDS LIMITED,BUY,420000,422.00,-
06-JUN-2024,RULKA,Rulka Electricals Limited,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,BUY,600,326.75,-
06-JUN-2024,TRU,TruCap Finance Limited,IND SWIFT LABORATORIES LIMITED,BUY,638537,56.49,-
06-JUN-2024,TRU,TruCap Finance Limited,INTERMOBILITY VISA SOLUTION PRIVATE LIMITED,BUY,1040229,57.31,-
06-JUN-2024,VCL,Vaxtex Cotfab Limited,SOMANI VENTURES AND INNOVATIONS LIMITED,BUY,1500000,0.75,-
06-JUN-2024,VCL,Vaxtex Cotfab Limited,UMESHWAR SECURITIES PRIVATE LIMITED,BUY,2000000,0.75,-
06-JUN-2024,WABAG,VA Tech Wabag Ltd,GRAVITON RESEARCH CAPITAL LLP,BUY,332833,1049.80,-
06-JUN-2024,AJOONI,Ajooni Biotech Limited,RAHUL YASHVANTRAY SHAH,SELL,476231,5.72,-
06-JUN-2024,ANNAPURNA,Annapurna Swadisht Ltd,RADHAKRISHNAN PATTABIRAMAN,SELL,124500,301.11,-
06-JUN-2024,ANURAS,Anupam Rasayan India Ltd,ASHAPURA COMMODITIES,SELL,10000,770.24,-
06-JUN-2024,ANURAS,Anupam Rasayan India Ltd,JAINAM BROKING LIMITED,SELL,738760,772.53,-
06-JUN-2024,ARMANFIN,Arman Fin Serv Ltd,ELEVATION CAPITAL V LIMITED,SELL,129000,2290.62,-
06-JUN-2024,ASHOKAMET,Ashoka Metcast Limited,RAMESH LAL,SELL,132000,21.72,-
06-JUN-2024,ASHOKAMET,Ashoka Metcast Limited,AAREM INSIGHTS PRIVATE LIMITED,SELL,800000,20.87,-
06-JUN-2024,ASHOKAMET,Ashoka Metcast Limited,YMD FINANCIAL CONSULTANCY PRIVATE LIMITED,SELL,172700,21.85,-
06-JUN-2024,ATALREAL,Atal Realtech Limited,VENKATACHALAM R,SELL,405506,7.19,-
06-JUN-2024,BLKASHYAP,B. L. Kashyap and Sons Li,EMBASSY PROPERTY DEVELOPMENTS PRIVATE LIMITED,SELL,1825528,78.34,-
06-JUN-2024,GLOBE,Globe Textiles (I) Ltd.,PARMESHWAR OJHA,SELL,1587466,2.78,-
06-JUN-2024,HERITGFOOD,Heritage Foods Ltd.,HRTI PRIVATE LIMITED,SELL,407260,591.36,-
06-JUN-2024,HILTON,Hilton Metal Forging Limi,PARAG COMMOSALES,SELL,125300,113.62,-
06-JUN-2024,HOACFOODS,Hoac Foods India Limited,GIRIRAJ STOCK BROKING PRIVATE LIMITED,SELL,24000,146.44,-
06-JUN-2024,KANANIIND,Kanani Industries Ltd,HARSHIL PREMJIBHAI KANANI,SELL,1000000,3.20,-
06-JUN-2024,KCP,KCP Ltd,GRAVITON RESEARCH CAPITAL LLP,SELL,721212,227.44,-
06-JUN-2024,KNRCON,KNR Constructions Limited,GRAVITON RESEARCH CAPITAL LLP,SELL,2493437,377.96,-
06-JUN-2024,KSHITIJPOL,Kshitij Polyline Limited,NITYANAND KUMAWAT,SELL,345000,5.55,-
06-JUN-2024,NCC,NCC Limited,SMALLCAP WORLD FUND INC,SELL,3169815,308.13,-
06-JUN-2024,POLICYBZR,PB Fintech Limited,TENCENT CLOUD EUROPE B.V.,SELL,3300000,1259.71,-
06-JUN-2024,POLYPLEX,Polyplex Corporation Ltd.,WISDOMTREE TRUST A/C WISDOM TREE INDIA INVESTMENT PORTFOLIO  INC.,SELL,181717,777.02,-
