Date,Symbol,Security Name,Client Name,Buy/Sell,Quantity Traded,Trade Price / Wght. Avg. Price,Remarks
12-JUL-2024,ACSAL,Arvind and Company,LIESHA CORPORATION PRIVATE LIMITED .,BUY,87000,72.66,-
12-JUL-2024,ACSAL,Arvind and Company,DEEPAK DHANJI PATEL,BUY,75000,71.39,-
12-JUL-2024,ACSAL,Arvind and Company,INDRA KIRAN VENTURES,BUY,69000,72.52,-
12-JUL-2024,AMBEY,Ambey Laboratories Ltd,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,BUY,262000,93.70,-
12-JUL-2024,AMJLAND,AMJ Land Holdings Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,230895,57.37,-
12-JUL-2024,BLAL,BEML Land Assets Limited,GRAVITON RESEARCH CAPITAL LLP,BUY,242376,337.50,-
12-JUL-2024,CLOUD,Varanium Cloud Limited,SAHASTRAA ADVISORS PRIVATE LIMITED,BUY,228000,29.26,-
12-JUL-2024,CLOUD,Varanium Cloud Limited,TOPGAIN FINANCE PRIVATE LIMITED,BUY,269000,29.25,-
12-JUL-2024,CLOUD,Varanium Cloud Limited,CAMELLIA TRADEX PRIVATE LIMITED,BUY,300000,29.25,-
12-JUL-2024,DENORA,De Nora India Limited,GRAVITON RESEARCH CAPITAL LLP,BUY,32387,1951.41,-
12-JUL-2024,EFFWA,Effwa Infra & Research L,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,BUY,353600,163.55,-
12-JUL-2024,EFFWA,Effwa Infra & Research L,STATSOL RESEARCH LLP,BUY,320000,157.35,-
12-JUL-2024,ENGINERSIN,Engineers India Ltd.,GRAVITON RESEARCH CAPITAL LLP,BUY,2950961,294.82,-
12-JUL-2024,GENUSPAPER,Genus P&B Limited,GRAVITON RESEARCH CAPITAL LLP,BUY,1309561,25.29,-
12-JUL-2024,GGBL,Ganesh Green Bharat Ltd,CINCO STOCK VISION LLP,BUY,240000,361.00,-
12-JUL-2024,GGBL,Ganesh Green Bharat Ltd,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .,BUY,138000,379.05,-
12-JUL-2024,GGBL,Ganesh Green Bharat Ltd,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,BUY,399600,379.05,-
12-JUL-2024,GPECO,GP Eco Solutions India L,SOHAM FINCARE INDIA LLP,BUY,68400,425.02,-
12-JUL-2024,GTLINFRA,GTL Infrastructure Limite,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,BUY,92015663,3.18,-
12-JUL-2024,HINDOILEXP,Hind. Oil Exploration,GRAVITON RESEARCH CAPITAL LLP,BUY,865545,232.10,-
12-JUL-2024,HPL,HPL Electric & Power Ltd,AAKRAYA RESEARCH LLP,BUY,682038,642.27,-
12-JUL-2024,HPL,HPL Electric & Power Ltd,GRAVITON RESEARCH CAPITAL LLP,BUY,487569,634.70,-
12-JUL-2024,HPL,HPL Electric & Power Ltd,HRTI PRIVATE LIMITED,BUY,409168,636.06,-
12-JUL-2024,HPL,HPL Electric & Power Ltd,QE SECURITIES LLP,BUY,402967,640.48,-
12-JUL-2024,IFCI,IFCI Ltd.,GRAVITON RESEARCH CAPITAL LLP,BUY,15354042,68.68,-
12-JUL-2024,IFCI,IFCI Ltd.,HRTI PRIVATE LIMITED,BUY,13352332,68.71,-
12-JUL-2024,IRCON,Ircon International Ltd,GRAVITON RESEARCH CAPITAL LLP,BUY,6610194,339.05,-
12-JUL-2024,IREDA,Indian Renewable Energy,GRAVITON RESEARCH CAPITAL LLP,BUY,16105661,293.97,-
