Date,Symbol,Security Name,Client Name,Buy/Sell,Quantity Traded,Trade Price / Wght. Avg. Price
06-SEP-2024,HGS,Hinduja Global Sols Ltd,ALLSTARS INVESTMENTS LIMITED,BUY,470000,881.90
06-SEP-2024,METROBRAND,Metro Brands Limited,KOTAK MAHINDRA MUTUAL FUND,BUY,3974000,1260.00
06-SEP-2024,METROBRAND,Metro Brands Limited,KOTAK INFINITY FUND,BUY,1349000,1260.00
06-SEP-2024,METROBRAND,Metro Brands Limited,INVESCO MUTUAL FUND,BUY,467000,1260.00
06-SEP-2024,METROBRAND,Metro Brands Limited,CITIGROUP GLOBAL MARKETS MAURITIUS PRIVATE LIMITED,BUY,80000,1260.00
06-SEP-2024,METROBRAND,Metro Brands Limited,BARODA BNP PARIBAS MUTUAL FUND,BUY,80000,1260.00
06-SEP-2024,SHRIPISTON,Shriram Pist. & Ring Ltd,ASTRAL INDIAN EQUITIES FUND I,BUY,47000,2197.60
06-SEP-2024,SHRIPISTON,Shriram Pist. & Ring Ltd,TATA MUTUAL FUND,BUY,219750,2197.60
06-SEP-2024,SHRIPISTON,Shriram Pist. & Ring Ltd,DSP MUTUAL FUND,BUY,440750,2197.60
06-SEP-2024,SHRIPISTON,Shriram Pist. & Ring Ltd,EAST LANE CAPITAL LLP,BUY,129500,2197.60
06-SEP-2024,SHRIPISTON,Shriram Pist. & Ring Ltd,THELEME INDIA MASTER FUND LIMITED,BUY,484000,2176.00
06-SEP-2024,HGS,Hinduja Global Sols Ltd,AVIATOR GLOBAL INVESTMENT FUND,SELL,470000,881.90
06-SEP-2024,METROBRAND,Metro Brands Limited,FARAH MALIK BHANJI,SELL,1190000,1260.00
06-SEP-2024,METROBRAND,Metro Brands Limited,ALISHA RAFIQUE MALIK,SELL,1190000,1260.00
06-SEP-2024,METROBRAND,Metro Brands Limited,ZIA MALIK LALJI,SELL,1190000,1260.00
06-SEP-2024,METROBRAND,Metro Brands Limited,ZARAH RAFIQUE MALIK,SELL,1190000,1260.00
06-SEP-2024,METROBRAND,Metro Brands Limited,SABINA MALIK HADI,SELL,1190000,1260.00
06-SEP-2024,SHRIPISTON,Shriram Pist. & Ring Ltd,LUV D. SHRIRAM,SELL,660500,2181.77
06-SEP-2024,SHRIPISTON,Shriram Pist. & Ring Ltd,MEENAKSHI DASS,SELL,660500,2197.60
