Date,Symbol,Security Name,Client Name,Buy/Sell,Quantity Traded,Trade Price / Wght. Avg. Price,Remarks
10-JUL-2024,ANTGRAPHIC,Antarctica Graphics Ltd,LAXMI TRADING AND INVESTMENTS,BUY,1500000,1.48,-
10-JUL-2024,ANTGRAPHIC,Antarctica Graphics Ltd,SHRISHTI AGRAWAL,BUY,364784,1.48,-
10-JUL-2024,BAJAJHCARE,Bajaj Healthcare Limited,GRAVITON RESEARCH CAPITAL LLP,BUY,152742,396.56,-
10-JUL-2024,BANSALWIRE,Bansal Wire Industries L,GRT STRATEGIC VENTURES LLP,BUY,1021495,348.21,-
10-JUL-2024,BANSALWIRE,Bansal Wire Industries L,KOTAK MAHINDRA MUTUAL FUND,BUY,2461752,350.15,-
10-JUL-2024,DELTACORP,Delta Corp Limited,HRTI PRIVATE LIMITED,BUY,1605185,140.90,-
10-JUL-2024,DELTACORP,Delta Corp Limited,GRAVITON RESEARCH CAPITAL LLP,BUY,2313367,140.96,-
10-JUL-2024,DLINKINDIA,D-Link India Ltd,MATHISYS ADVISORS LLP,BUY,178901,645.13,-
10-JUL-2024,DLINKINDIA,D-Link India Ltd,QE SECURITIES LLP,BUY,288631,641.85,-
10-JUL-2024,DLINKINDIA,D-Link India Ltd,GRAVITON RESEARCH CAPITAL LLP,BUY,374371,627.76,-
10-JUL-2024,DLINKINDIA,D-Link India Ltd,AAKRAYA RESEARCH LLP,BUY,571447,644.21,-
10-JUL-2024,DLINKINDIA,D-Link India Ltd,HRTI PRIVATE LIMITED,BUY,548721,640.03,-
10-JUL-2024,DPEL,Divine Power Energy Ltd,EVERMORE SHARE BROKING PRIVATE LIMITED,BUY,321000,112.08,-
10-JUL-2024,DURLAX,Durlax Top Surface Ltd,HI GROWTH CORPORATE SERVICES PVT LTD,BUY,142000,86.87,-
10-JUL-2024,DYNAMIC,Dynamic Srvcs & Sec Ltd,VISHAL BIPINKUMAR DOSHI,BUY,25000,305.05,-
10-JUL-2024,ESCONET,Esconet Technologies Ltd,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .,BUY,74400,334.74,-
10-JUL-2024,HCC,Hindustan Construc Co.,GRAVITON RESEARCH CAPITAL LLP,BUY,10107516,51.54,-
10-JUL-2024,HCC,Hindustan Construc Co.,HRTI PRIVATE LIMITED,BUY,12365847,51.53,-
10-JUL-2024,INDIFRA,Indifra Limited,QUANTSEYE AI PRIVATE LIMITED,BUY,48000,34.27,-
10-JUL-2024,IZMO,IZMO Limited,GRAVITON RESEARCH CAPITAL LLP,BUY,106376,470.54,-
10-JUL-2024,IZMO,IZMO Limited,HRTI PRIVATE LIMITED,BUY,86465,473.78,-
10-JUL-2024,KELLTONTEC,Kellton Tech Sol Ltd,HRTI PRIVATE LIMITED,BUY,516569,136.32,-
10-JUL-2024,KELLTONTEC,Kellton Tech Sol Ltd,GRAVITON RESEARCH CAPITAL LLP,BUY,541957,136.44,-
10-JUL-2024,KTL,Kalahridhaan Trendz Ltd,MITESH  MAKVANA,BUY,351000,48.00,-
10-JUL-2024,MCLEODRUSS,Mcleod Russel India Limit,NIRAJ RAJNIKANT SHAH,BUY,1,33.75,-
10-JUL-2024,MCLEODRUSS,Mcleod Russel India Limit,SHREE BAHUBALI STOCK BROKING LTD,BUY,702500,34.74,-
10-JUL-2024,MITCON,MITCON Con,UNIVERSAL GOLDEN FUND,BUY,1258000,129.25,-
10-JUL-2024,MITCON-RE,MITCON Con,UNIVERSAL GOLDEN FUND,BUY,397263,50.00,-
10-JUL-2024,NDRAUTO,NDR Auto Components Ltd,GRAVITON RESEARCH CAPITAL LLP,BUY,67499,1030.74,-
10-JUL-2024,NEWJAISA,Newjaisa Technologies Ltd,VIJIT TRADING,BUY,10500,126.71,-
10-JUL-2024,NEWJAISA,Newjaisa Technologies Ltd,AJAY KUMAR AGGARWAL,BUY,220500,128.90,-
10-JUL-2024,OLIL,Oneclick Logistics Ind L,LIESHA CORPORATION PRIVATE LIMITED .,BUY,34800,119.84,-
10-JUL-2024,OSIAHYPER,Osia Hyper Retail Ltd,VINEY EQUITY MARKET LLP,BUY,1250000,23.21,-
10-JUL-2024,PCCL,Petro Carbon and Chemi L,MANSI SHARE AND STOCK ADVISORS PVT LTD,BUY,148800,344.85,-
10-JUL-2024,RAJESHEXPO,Rajesh Exports Ltd.,GRAVITON RESEARCH CAPITAL LLP,BUY,2720219,317.71,-
10-JUL-2024,RETAIL,JHS Svendgaard Retail V L,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,BUY,55855,44.58,-
10-JUL-2024,RETAIL,JHS Svendgaard Retail V L,MANISH VERMA,BUY,47919,44.19,-
10-JUL-2024,RPPINFRA,R.P.P. Infra Projects Ltd,GRAVITON RESEARCH CAPITAL LLP,BUY,386789,178.77,-
10-JUL-2024,RPPINFRA,R.P.P. Infra Projects Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,421346,177.90,-
10-JUL-2024,RPPINFRA,R.P.P. Infra Projects Ltd,QE SECURITIES LLP,BUY,213483,177.77,-
10-JUL-2024,RPPINFRA,R.P.P. Infra Projects Ltd,HRTI PRIVATE LIMITED,BUY,195784,177.85,-
10-JUL-2024,RPPINFRA,R.P.P. Infra Projects Ltd,AAKRAYA RESEARCH LLP,BUY,200076,177.97,-
10-JUL-2024,RVNL,Rail Vikas Nigam Limited,HRTI PRIVATE LIMITED,BUY,11846225,588.29,-
10-JUL-2024,SABAR,Sabar Flex India Limited,GREEN PEAKS ENTERPRISES LLP,BUY,85000,22.95,-
10-JUL-2024,SAKUMA,Sakuma Exports Limited,VIKRAMBHAI GOKALBHAI CHAUDHARI,BUY,2289869,30.24,-
10-JUL-2024,SAKUMA,Sakuma Exports Limited,HRTI PRIVATE LIMITED,BUY,2277878,30.23,-
10-JUL-2024,SPRL,SP Refractories Limited,SPEXTRA MULTIBIZ PRIVATE LIMITED,BUY,8000,218.44,-
10-JUL-2024,SPRL,SP Refractories Limited,AMNESTI MULTISERVICES PRIVATE LIMITED,BUY,11200,220.88,-
10-JUL-2024,TALBROAUTO,Talbros Automotive Compon,GRAVITON RESEARCH CAPITAL LLP,BUY,583963,365.23,-
10-JUL-2024,TRU,TruCap Finance Limited,IND SWIFT LABORATORIES LIMITED,BUY,3751609,48.66,-
10-JUL-2024,TRU,TruCap Finance Limited,HRTI PRIVATE LIMITED,BUY,1386912,48.09,-
10-JUL-2024,TRU,TruCap Finance Limited,CONSORTIUM CAPITAL PVT LTD,BUY,690000,48.39,-
10-JUL-2024,UMESLTD,Usha Martin Edu & Sol Ltd,N L RUNGTA (HUF),BUY,62745,8.78,-
10-JUL-2024,VERITAAS,Veritaas Advertising Ltd,HORIZON FINANCIAL CONSULTANTS PVT LTD,BUY,14400,139.75,-
10-JUL-2024,VETO,Veto Switchgear Cable Ltd,HRTI PRIVATE LIMITED,BUY,99551,145.01,-
10-JUL-2024,VLEGOV,VL E Gov and IT Sol Ltd,PRIYA PRAKASH,BUY,787171,75.89,-
10-JUL-2024,WALCHANNAG,Walchandnagar Ind. Ltd,SETU SECURITIES PVT LTD,BUY,307282,339.64,-
10-JUL-2024,ZTECH,Z-Tech (India) Limited,MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED,BUY,103200,272.02,-
10-JUL-2024,ZTECH,Z-Tech (India) Limited,MANSI SHARE AND STOCK ADVISORS PVT LTD,BUY,73200,270.90,-
10-JUL-2024,ANTGRAPHIC,Antarctica Graphics Ltd,SHRISHTI AGRAWAL,SELL,2176397,1.48,-
10-JUL-2024,BAJAJHCARE,Bajaj Healthcare Limited,GRAVITON RESEARCH CAPITAL LLP,SELL,152742,396.80,-
