Date,Symbol,Security Name,Client Name,Buy/Sell,Quantity Traded,Trade Price / Wght. Avg. Price
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,KIFS FINSTOCK LIMITED,BUY,961000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,SAURABH HEMRAJ BORA,BUY,161000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,VERITION MULTI-STRATEGY MASTER FUND LTD.,BUY,160000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,VANGUARD EMERGING MARKETS SHARES INDEX FUND,BUY,1340000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,TATA MUTUAL FUND,BUY,790000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,MC JAIN INFOSERVICES PRIVATE LIMITED,BUY,160000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,AURIGIN MASTER FUND LIMITED,BUY,161000,625.55
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,AXIS MUTUAL FUND,BUY,1270000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,BARODA BNP PARIBAS MUTUAL FUND,BUY,930000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,BUY,530000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,GHISALLO MASTER FUND LP,BUY,161000,625.55
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,GQG PARTNERS EMERGING MARKETS EQUITY FUND,BUY,26840000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BUY,160000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,ICICI PRUDENTIAL MUTUAL FUND,BUY,3190000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,INVESCO MUTUAL FUND,BUY,2790000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,KADENSA MASTER FUND,BUY,161000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,BUY,930000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,LMR MULTI-STRATEGY MASTER FUND LIMITED,BUY,161000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,MIRAE ASSET MUTUAL FUND,BUY,4020000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,MORGAN STANLEY ASIA SINGAPORE PTE,BUY,3880000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,NATIONAL PENSION SYSTEM (NPS) TRUST,BUY,1200000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,NATIONAL PENSION SYSTEM (NPS) TRUST,BUY,7190000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,NORGES BANK ON ACCOUNT OF THE GOVERNMENT PENSION FUND GLOBAL,BUY,2660000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,SBI LIFE INSURANCE COMPANY LIMITED,BUY,7990000,625.50
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,TARA EMERGING ASIA LIQUID FUND,BUY,160000,625.50
23-AUG-2024,SEAMECLTD,SEAMEC Limited,LEGENDS GLOBAL OPPORTUNITIES (SINGAPORE) PTE. LTD.,BUY,279000,1500.00
23-AUG-2024,WEL,Wonder Electricals Ltd,UNICO GLOBAL OPPORTUNITIES FUND LIMITED,BUY,500000,1465.00
23-AUG-2024,AMBUJACEM,Ambuja Cements Ltd,HOLDERIND INVESTMENTS LIMITED,SELL,67956000,625.50
23-AUG-2024,SEAMECLTD,SEAMEC Limited,NOMURA SINGAPORE LIMITED,SELL,279000,1500.00
23-AUG-2024,WEL,Wonder Electricals Ltd,VESPERA FUND LIMITED,SELL,500000,1465.00
